site_id,gradebook_item_id,item_name,item_source,external_id,points_possible,due_date,released,category_id,category_name
CS1311A_2025_26,35257,Practical Test 02 - Thursday 08:00 - 10:00,Assignments,/assignment/a/CS1311A_2025_26/4fb43b9d-5383-420b-a16f-7e42f118d978,100.0,2025-11-06 10:00:00,,,
CS1311A_2025_26,35258,Practical Test 02 - Thursday 12:00 - 14:00,Assignments,/assignment/a/CS1311A_2025_26/5e1e98da-1e19-444a-a4da-de9a186168ec,100.0,2025-11-06 13:40:00,,,
CS1311A_2025_26,35259,Practical Test 02 - Thursday 14:00 - 16:00,Assignments,/assignment/a/CS1311A_2025_26/57594cfc-9c02-43da-816a-0388164f1930,100.0,2025-11-06 15:40:00,,,
CS1311A_2025_26,35273,Practical Test 02 - Friday 08:00 - 10:00,Assignments,/assignment/a/CS1311A_2025_26/a4b6d79a-4452-4fd8-b938-4798bac362cd,100.0,2025-11-07 10:00:00,,,
CS1311A_2025_26,35274,Practical Test 02 - Friday 10:00 - 12:00,Assignments,/assignment/a/CS1311A_2025_26/fb905254-196c-4675-99d6-3afd1af26400,100.0,2025-11-07 12:00:00,,,
CS1311A_2025_26,35275,Practical Test 02 - Friday 12:00 - 14:00,Assignments,/assignment/a/CS1311A_2025_26/36d5e2a0-492c-4bdb-9de8-046e65fbb621,100.0,2025-11-07 13:40:00,,,
CS1311A_2025_26,35276,Practical Test 02 - Friday 14:00 - 16:00,Assignments,/assignment/a/CS1311A_2025_26/0e8e4e22-5ef7-4870-892a-1e70c1956903,100.0,2025-11-07 15:30:00,,,
CS1311A_2025_26,35300,Practical Test 02 - Tuesday 08:00 - 10:00,Assignments,/assignment/a/CS1311A_2025_26/2c31d588-c88a-4a0c-8bfa-eddfcfb8c66c,100.0,2025-11-11 10:00:00,,,
CS1311A_2025_26,35321,CS1311A Makeup Test,Tests & Quizzes,8772,50.0,2025-11-12 19:00:00,,,
CS1311A_2025_26,35325,Practical Test 02 - Tuesday 10:00 - 12:00,Assignments,/assignment/a/CS1311A_2025_26/37015940-b466-464f-9c08-a2b667d428c3,100.0,2025-11-04 12:00:00,,,
CS1311A_2025_26,35332,Practical Test 02 - Tuesday 14:00 - 16:00 ,Assignments,/assignment/a/CS1311A_2025_26/20b54a43-fe7b-4aa4-923f-a68d4190545c,100.0,2025-11-04 16:00:00,,,
CS1311A_2025_26,35333,Practical Test 02 - Thursday 10:00 - 12:00,Assignments,/assignment/a/CS1311A_2025_26/7abf447b-2f8d-42b2-b23e-f79b8c78a7ed,100.0,2025-11-06 12:40:00,,,
CS1311A_2025_26,35403,Practical Test 2 - Monday 12:00-14:00,Assignments,/assignment/a/CS1311A_2025_26/28d535ec-6726-4982-9d4d-c4f208bf1ceb,100.0,2025-11-17 22:55:00,,,
CS1311A_2025_26,35404,Practical Test 2 - Monday 14:00-16:00,Assignments,/assignment/a/CS1311A_2025_26/667a6618-440c-4d2a-802d-dca13ad6e389,100.0,2025-11-17 23:20:00,,,
CS1311A_2025_26,36728,CS1311A Theory Test,Tests & Quizzes,8716,50.0,2025-10-26 16:00:00,,,
CS1311B_2025_26,33922,Course Grade,Manual/Other,,,,,,
CS1311B_2025_26,36560,Quiz 01,Tests & Quizzes,8850,10.0,2026-02-20 16:00:00,,,
CS1311B_2025_26,36564,CS1311B Assignment 1 ,Assignments,/assignment/a/CS1311B_2025_26/6e03b57a-e163-4fb9-9fe6-f6c6a3ad8fbc,100.0,2026-03-03 17:00:00,,,
CS1311B_2025_26,36608,Practical Test 1 Mon 10:00 - 12:00,Assignments,/assignment/a/CS1311B_2025_26/8d558cb8-55af-4254-9714-9de02da0377d,100.0,2026-03-02 12:00:00,,,
CS1311B_2025_26,36612,Practical Test 1 Tue 10:00 - 12:00 ,Assignments,/assignment/a/CS1311B_2025_26/69b26ed7-7f48-4bff-ba71-174909f2a3d0,100.0,2026-03-03 12:00:00,,,
CS1311B_2025_26,36613,Practical Test 1 Tue 14:00 - 16:00,Assignments,/assignment/a/CS1311B_2025_26/60aa8b1e-8b71-440e-94aa-2b4d918cdae9,100.0,2026-03-03 16:00:00,,,
CS1311B_2025_26,36614,Practical Test 1 Wed 12:00 - 14:00 ,Assignments,/assignment/a/CS1311B_2025_26/ccb1fe17-9f2c-4a34-b6b3-6821df4d6dae,100.0,2026-03-04 14:00:00,,,
CS1311B_2025_26,36655,Practical Test 01 Thursday 12:00 - 14:00,Assignments,/assignment/a/CS1311B_2025_26/4483a528-1042-47c6-84ea-f72c33db5fc9,100.0,2026-03-05 13:30:00,,,
CS1311B_2025_26,36656,Practical Test 01 Thursday 14:00 - 16:00,Assignments,/assignment/a/CS1311B_2025_26/3132f865-f093-48fa-825d-90300096efb0,100.0,2026-03-05 16:30:00,,,
CS1311B_2025_26,36659,Practical Test 01 - Monday 08:00 - 10:00,Assignments,/assignment/a/CS1311B_2025_26/1a72d5f5-6a91-45b2-b4c4-fd2a431d79d9,100.0,2026-03-02 10:05:00,,,
CS1311B_2025_26,36660,Practical Test 01 - Tuesday 08:00 - 10:00,Assignments,/assignment/a/CS1311B_2025_26/5ab7c600-bd5e-4722-9da1-1ea3d0b2d8ff,100.0,2026-03-03 10:10:00,,,
CS1311B_2025_26,36661,Practical Test 01 - Tuesday 12:00 - 14:00,Assignments,/assignment/a/CS1311B_2025_26/775c2d3d-9c58-4cf6-adf8-af3f806b112c,100.0,2026-03-03 14:15:00,,,
CS1311B_2025_26,36670,Practical Test 1 - Monday 12:00 - 14:00,Assignments,/assignment/a/CS1311B_2025_26/901ce068-3778-488e-877e-dfcfd5c7752d,100.0,2026-03-23 08:30:00,,,
CS1311B_2025_26,36671,Practical Test 1 - Monday 14:00 - 16:00,Assignments,/assignment/a/CS1311B_2025_26/6348fc99-229c-4c59-9fad-425f80477d5e,100.0,2026-03-23 08:45:00,,,
CS1311B_2025_26,36672,Practical Test 1 - Wednesday 08:00 - 10:00,Assignments,/assignment/a/CS1311B_2025_26/9f468c75-9eae-4180-b3c7-ce2e5a46ddb5,100.0,2026-03-23 08:50:00,,,
CS1311B_2025_26,36685,Practical Test 1 - Wednesday 14:00 - 16:00,Assignments,/assignment/a/CS1311B_2025_26/2ceab82e-335e-461c-8a1e-ab285cc9196c,100.0,2026-03-25 09:55:00,,,
CS1311B_2025_26,36690,Practical Test 01 - Friday 10:00 - 12:00,Assignments,/assignment/a/CS1311B_2025_26/c83901c4-1435-4955-b17d-76cdb82b3232,100.0,2026-03-06 12:05:00,,,
CS1311B_2025_26,36691,Practical Test 01 - Friday 14:00 - 16:00,Assignments,/assignment/a/CS1311B_2025_26/00e7cb62-a33f-4b90-a4c7-8586aa8f4596,100.0,2026-03-06 16:10:00,,,
CS1311B_2025_26,36697,Quiz 2,Tests & Quizzes,8883,10.0,2026-03-27 20:00:00,,,
CS1311B_2025_26,36708,Quiz 3,Tests & Quizzes,8888,10.0,2026-04-01 16:00:00,,,
CS1311B_2025_26,36726,Assignment 2,Assignments,/assignment/a/CS1311B_2025_26/eb13635c-45b6-4a78-a8e1-2940ecdbeb4b,100.0,2026-04-13 18:00:00,,,
CS1311B_2025_26,36738,Practical Test 01 - Thursday 10:00 - 12:00,Assignments,/assignment/a/CS1311B_2025_26/464c8b7d-9dd2-4beb-b212-604529c07572,100.0,2026-04-09 12:00:00,,,
CS1311B_2025_26,36740,Practical Test 01 - Friday 12:00 - 14:00,Assignments,/assignment/a/CS1311B_2025_26/f0d7f03c-abd5-427e-b1b7-97f9edf7f8da,100.0,2026-04-10 14:00:00,,,
CS1311B_2025_26,36746,CS1311B Theory Test,Tests & Quizzes,8901,50.0,2026-04-12 20:00:00,,,
CS1311B_2025_26,36775,Practical Test 2 - Wednesday 08:00 - 10:00,Assignments,/assignment/a/CS1311B_2025_26/2d244b5a-4a4e-4d5f-86d5-632a6c31184d,100.0,2026-04-15 10:25:00,,,
CS1311B_2025_26,36800,Practical Test 2 - Monday 12:00 - 14:00,Assignments,/assignment/a/CS1311B_2025_26/c3a68334-0aaa-47a3-b400-4fa7f675440e,100.0,2026-04-20 11:00:00,,,
CS1311B_2025_26,36801,Practical Test 2 - Monday 14:00 - 16:00,Assignments,/assignment/a/CS1311B_2025_26/47412218-93b9-4edf-b3fd-617b84f123d2,100.0,2026-04-20 11:00:00,,,
CS1311B_2025_26,36803,Practical Test 2 - Monday 08:00 - 10:00,Assignments,/assignment/a/CS1311B_2025_26/9f6974f9-5750-4ada-a410-55268ade572e,100.0,2026-04-20 10:00:00,,,
CS1311B_2025_26,36804,Practical Test 2 - Tuesday 08:00 - 10:00,Assignments,/assignment/a/CS1311B_2025_26/25b4f348-a1db-4805-9da3-50769584d38b,100.0,2026-04-14 10:00:00,,,
CS1311B_2025_26,36805,Practical Test 2 - Tuesday 12:00 - 14:00,Assignments,/assignment/a/CS1311B_2025_26/bedb6eb8-2e6d-4286-9d53-140c3ae02a66,100.0,2026-04-14 14:00:00,,,
CS1311B_2025_26,36806,Practical Test 2 - Friday 10:00 - 12:00,Assignments,/assignment/a/CS1311B_2025_26/dcbf9e66-117c-4367-ba46-3195c66c2b21,100.0,2026-04-17 12:00:00,,,
CS1311B_2025_26,36807,Practical Test 2 - Friday 14:00 - 16:00,Assignments,/assignment/a/CS1311B_2025_26/62abbd1f-3533-4884-ac63-7c58e5ed9d77,100.0,2026-04-17 16:00:00,,,
CS1311B_2025_26,36810,Practical Test 2 - Monday 10:00 - 12:00 ,Assignments,/assignment/a/CS1311B_2025_26/a83ebb3b-a075-428e-81d0-4bc801389e72,100.0,2026-04-20 11:45:00,,,
CS1311B_2025_26,36813,Practical Test 2 - Tuesday 10:00 - 12:00 ,Assignments,/assignment/a/CS1311B_2025_26/10546cd4-ca1b-4873-8aec-e530648db2cb,100.0,2026-04-14 12:00:00,,,
CS1311B_2025_26,36814,Practical Test 2 - Tuesday 14:00 - 16:00,Assignments,/assignment/a/CS1311B_2025_26/48a919d5-12f4-4a3b-b785-6ff17240b705,100.0,2026-04-14 16:00:00,,,
CS1311B_2025_26,36815,Practical Test 2 - Wednesday 12:00 - 14:00 ,Assignments,/assignment/a/CS1311B_2025_26/2bb0e032-fe6e-4eba-8198-2ac2485f0ffa,100.0,2026-04-15 14:25:00,,,
CS1311_2025_26,34032,Course Grade,Manual/Other,,,,,,
CS1401_2025_26,35622,Course Grade,Manual/Other,,,,,,
CS2410_2025_26,34034,Course Grade,Manual/Other,,,,,,
CS2420A_2025_26,36392,Course Grade,Manual/Other,,,,,,
CS2420_2025_26,35669,Course Grade,Manual/Other,,,,,,
CS2420_2025_26,36679,Test 1,Manual/Other,,100.0,,,,
CS2420_2025_26,36819,Test 1_R,Manual/Other,,100.0,,,,
CS2420_2025_26,36820,Test 2,Manual/Other,,100.0,,,,
CS2420_2025_26,36821,Lab 3,Manual/Other,,100.0,,,,
CS2420_2025_26,36822,Lab 4,Manual/Other,,100.0,,,,
CS2420_2025_26,36823,Lab 5,Manual/Other,,100.0,,,,
CS2431A_2025_26,34304,Course Grade,Manual/Other,,,,,,
CS2431_2025_26,33979,Course Grade,Manual/Other,,,,,,
CS2431_2025_26,35331,Thur 8-10 CS2431 Practical Test 2,Assignments,/assignment/a/CS2431_2025_26/115b2fd4-bfd4-40d6-a7fd-3cf767dfe70c,30.0,2025-11-13 10:00:00,,,
CS2431_2025_26,35341,Fri 8 - 10 CS2431 Practical Test 2,Assignments,/assignment/a/CS2431_2025_26/785dda4a-0d66-43ba-815a-4fedc8985721,30.0,2025-11-14 10:00:00,,,
CS2431_2025_26,35344,Fri 11-13 CS2431 Practical Test 2,Assignments,/assignment/a/CS2431_2025_26/53e3689d-5bbe-47da-9436-7c592cde00f4,30.0,2025-11-14 13:00:00,,,
CS2431_2025_26,35346,Mon 9-11 CS2431 Practical Test 2,Assignments,/assignment/a/CS2431_2025_26/ceb91d22-a1f9-40c4-9b10-617199b74ade,30.0,2025-11-14 16:10:00,,,
CS2431_2025_26,35455,CS2431 Practical Test 1 Thursday 8 to 10,Assignments,/assignment/a/CS2431_2025_26/0a17b461-b847-4255-8fcc-4f546aad9dde,30.0,2025-10-16 10:15:00,,,
CS2431_2025_26,35456,CS2431 Practical Test 1 Friday 8 to 10,Assignments,/assignment/a/CS2431_2025_26/fd876e72-c1f6-4db5-8914-61ca2b9a4f11,30.0,2025-10-17 10:20:00,,,
CS2431_2025_26,35457,CS2431 Practical Test 1 Friday 11 to 1,Assignments,/assignment/a/CS2431_2025_26/cd649a97-f2c4-494f-98f0-e99da2432832,30.0,2025-10-17 13:15:00,,,
CS2431_2025_26,35458,CS2431 Practical Test 1 Monday 9 to 11,Assignments,/assignment/a/CS2431_2025_26/ab1d078c-1f13-48af-9a7b-419654214d7c,30.0,2025-10-17 16:15:00,,,
CS2431_2025_26,35459,Test1,Manual/Other,,55.0,,,,
CS2431_2025_26,35460,Test2,Manual/Other,,52.0,,,,
CS2431_2025_26,35465,Coursework,Manual/Other,,100.0,,,,
CS2432A_2025_26,36391,Course Grade,Manual/Other,,,,,,
CS2432_2025_26,35668,Course Grade,Manual/Other,,,,,,
CS2432_2025_26,36784,CS2432 Practical Test - Tuesday 3-5 and Friday 10-12,Assignments,/assignment/a/CS2432_2025_26/448c53a2-fdd8-459c-a665-069f5b7f0273,100.0,2026-04-17 14:45:00,,,
CS2432_2025_26,36790,CS2432 Practical Test - Friday 3-5 and Tuesday 3-5,Assignments,/assignment/a/CS2432_2025_26/124616c7-65dc-43f9-b218-ece6d61540c3,100.0,2026-04-17 19:45:00,,,
CS2432_2025_26,36796,CS2432 Practical Test - Monday 11-1,Assignments,/assignment/a/CS2432_2025_26/20afa44f-e2af-481c-b2ab-77eb59f62c16,100.0,2026-04-17 19:25:00,,,
CS3400_2025_26,34227,Course Grade,Manual/Other,,,,,,
CS3400_2025_26,34854,Marked CS3400 Class Activity,Assignments,/assignment/a/CS3400_2025_26/76f4539c-2017-46ed-a91f-2493552ba124,100.0,2025-09-11 19:00:00,,,
CS3400_2025_26,35063,"ER Diagram, Architecture and Pseudo Code",Assignments,/assignment/a/CS3400_2025_26/dd63af9a-060e-4518-80b0-16dffe039f8b,100.0,2025-10-19 23:55:00,,,
CS3400_2025_26,35064,Project Source Code,Assignments,/assignment/a/CS3400_2025_26/1746996e-4878-4210-bd1f-fb87f796e6b2,100.0,2025-10-26 23:55:00,,,
CS3400_2025_26,35225,Test One,Assignments,/assignment/a/CS3400_2025_26/3eb6c283-5b53-407e-844a-5adf50b225e1,100.0,2025-11-04 08:35:00,,,
CS3410_2025_26,34385,Course Grade,Manual/Other,,,,,,
CS3410_2025_26,35230,Test 1 %,Manual/Other,,100.0,,,,
CS3410_2025_26,35231,Test 2 %,Manual/Other,,100.0,,,,
CS3410_2025_26,35232,Quiz 1%,Manual/Other,,100.0,,,,
CS3410_2025_26,35233,Quiz 2%,Manual/Other,,100.0,,,,
CS3410_2025_26,35234,Quiz 3%,Manual/Other,,100.0,,,,
CS3410_2025_26,35328,T3%,Manual/Other,,100.0,,,,
CS3410_2025_26,35329,Final CSWK,Manual/Other,,100.0,,,,
CS3430_2025_26,35921,Course Grade,Manual/Other,,,,,,
CS3431A_2025_26,36087,Course Grade,Manual/Other,,,,,,
CS3431_2025_26,35783,Course Grade,Manual/Other,,,,,,
CS3431_2025_26,36698,Test1,Manual/Other,,50.0,,,,
CS3432_2025_26,35782,Course Grade,Manual/Other,,,,,,
CS3432_2025_26,36506,Semester Project,Assignments,/assignment/a/CS3432_2025_26/2b929c6f-7822-42d6-a9c4-f315117ffdf3,150.0,2026-04-20 23:55:00,,,
CS3432_2025_26,36512,Class Exercise 2,Assignments,/assignment/a/CS3432_2025_26/7c85fe49-82c2-41d7-a764-9972734441a0,20.0,2026-02-22 23:55:00,,,
CS3432_2025_26,36654,Test_1,Manual/Other,,50.0,,,,
CS3432_2025_26,36710,Wed_3_Exercise 5 Solutions,Assignments,/assignment/a/CS3432_2025_26/e57744f2-6ad1-4b1a-acb7-574b748d0b97,7.0,2026-04-01 17:50:00,,,
CS3432_2025_26,36720,Quiz_Sub-Queries,Manual/Other,,5.0,,,,
CS3440_2025_26,34440,Course Grade,Manual/Other,,,,,,
CS3440_2025_26,36699,Test 2 Submission Link,Assignments,/assignment/a/CS3440_2025_26/35bb6130-b7c6-4435-b5cb-438099ae6110,100.0,2026-04-14 13:00:00,,,
CS3520_2025_26,34228,Course Grade,Manual/Other,,,,,,
CS3520_2025_26,34713,Quiz-1,Manual/Other,,6.0,,,622.0,2. Quizzes
CS3520_2025_26,34963,Quiz-2,Manual/Other,,15.0,,,622.0,2. Quizzes
CS3520_2025_26,35082,Quiz-3,Manual/Other,,10.0,,,622.0,2. Quizzes
CS3520_2025_26,35083,Class Test 1,Manual/Other,,50.0,,,619.0,1. Class Tests
CS3520_2025_26,35411,Class Test 2,Manual/Other,,60.0,,,619.0,1. Class Tests
CS3520_2025_26,35412,Project,Manual/Other,,100.0,,,623.0,3. Project
CS3520_2025_26,35468,Course Work Mark,Manual/Other,,100.0,,,630.0,4. Exam Qualification Status
CS3521_2025_26,35726,Course Grade,Manual/Other,,,,,,
CS3521_2025_26,36668,Assignment,Assignments,/assignment/a/CS3521_2025_26/63cde03c-99bc-4bd9-b354-ef3762b46f97,100.0,2026-04-27 23:55:00,,,
CS3521_2025_26,36701,Test 1,Assignments,/assignment/a/CS3521_2025_26/5e03e900-35eb-4437-8839-6131c0d19090,100.0,2026-04-06 14:05:00,,,
CS3521_2025_26,36788,Test 2,Assignments,/assignment/a/CS3521_2025_26/9fa42a6a-c24c-498d-af60-9e7a02a9e5c0,100.0,2026-04-24 23:30:00,,,
CS3541_2025_26,34229,Course Grade,Manual/Other,,,,,,
CS3541_2025_26,34901,Lab Submission 1,Assignments,/assignment/a/CS3541_2025_26/36a4a6be-ea88-462e-92d9-bcc8b39dce36,100.0,2025-09-12 17:05:00,,617.0,Labs
CS3541_2025_26,35007,Test 1,Assignments,/assignment/a/CS3541_2025_26/f8e34368-842b-4cf6-aeb1-37f51017ae94,100.0,2025-09-26 18:55:00,,618.0,Tests
CS3541_2025_26,35043,Lab Submission 2,Assignments,/assignment/a/CS3541_2025_26/94f902fe-5386-4904-a24f-69258ce1ae65,100.0,2025-10-04 17:35:00,,617.0,Labs
CS3541_2025_26,35145,Lab Submission 3,Assignments,/assignment/a/CS3541_2025_26/c27ba2a7-8e84-40e3-9ef9-ef717432dbdf,100.0,2025-10-24 17:00:00,,617.0,Labs
CS3541_2025_26,35277,Skills Exam,Assignments,/assignment/a/CS3541_2025_26/015a5079-106d-45db-b694-0105041b8778,100.0,2025-11-14 19:55:00,,616.0,Skills Exam
CS3541_2025_26,35278,Test 2,Assignments,/assignment/a/CS3541_2025_26/b893fb04-e2d9-490f-90a9-069e590364e8,100.0,2025-11-16 17:05:00,,618.0,Tests
CS4401_2025_26,36176,Course Grade,Manual/Other,,,,,,
CS4401_2025_26,36703,Test 1,Manual/Other,,45.0,,,632.0,Tests
CS4401_2025_26,36704,Quiz 1,Manual/Other,,12.0,,,631.0,Quizzes
CS4401_2025_26,36705,Quiz 2,Manual/Other,,10.0,,,631.0,Quizzes
CS4402A_2025_26,34213,Course Grade,Manual/Other,,,,,,
CS4402B_2025_26,35742,Course Grade,Manual/Other,,,,,,
CS4403A_2025_26,34298,Course Grade,Manual/Other,,,,,,
CS4403B_2025_26,35725,Course Grade,Manual/Other,,,,,,
CS4403_2025_26,34472,Course Grade,Manual/Other,,,,,,
CS4420A_2025_26,34913,Course Grade,Manual/Other,,,,,,
CS4420_2025_26,34065,Course Grade,Manual/Other,,,,,,
CS4420_2025_26,35074,Test 1,Manual/Other,,50.0,,,,
CS4420_2025_26,35340,Test 2,Manual/Other,,50.0,2025-11-14 00:00:00,,,
CS4420_2025_26,35416,Test 3,Tests & Quizzes,8790,68.0,2025-11-17 17:00:00,,,
CS4421_2025_26,34091,Course Grade,Manual/Other,,,,,,
CS4421_2025_26,35076,Test 1,Manual/Other,,40.0,,,,
CS4421_2025_26,35362,Test2,Manual/Other,,50.0,,,,
CS4421_2025_26,35369,Test 3,Tests & Quizzes,8791,31.0,2025-11-18 17:00:00,,,
CS4430A_2025_26,36297,Course Grade,Manual/Other,,,,,,
CS4430_2025_26,35592,Course Grade,Manual/Other,,,,,,
CS4430_2025_26,36569,Quiz-1,Manual/Other,,10.0,,,,
CS4430_2025_26,36770,Quiz-2,Manual/Other,,5.0,,,,
CS4430_2025_26,36771,Quiz-3,Manual/Other,,18.0,,,,
CS4430_2025_26,36772,Test-1,Manual/Other,,50.0,,,,
CS4430_2025_26,36773,Final Project,Manual/Other,,100.0,,,,
CS4431_2025_26,34214,Course Grade,Manual/Other,,,,,,
CS4432_2025_26,35607,Course Grade,Manual/Other,,,,,,
CS4433_2025_26,34064,Course Grade,Manual/Other,,,,,,
CS4434_2025_26,35591,Course Grade,Manual/Other,,,,,,
CS4434_2025_26,36798,Test1,Manual/Other,,60.0,,,,
CS4435_2025_26,35741,Course Grade,Manual/Other,,,,,,
CS4435_2025_26,36602,Mini Project ,Assignments,/assignment/a/CS4435_2025_26/06d9f372-548b-4776-b505-19e01b564e49,100.0,2026-04-16 17:00:00,,,
CS4441_2025_26,34340,Course Grade,Manual/Other,,,,,,
CS4441_2025_26,35158,Test 1,Manual/Other,,55.0,,,610.0,Tests
CS4441_2025_26,35222,4G & 5G Quiz,Tests & Quizzes,8724,12.0,2025-11-04 09:40:00,,,
CS4441_2025_26,35296,Test 2,Manual/Other,,50.0,2025-11-11 00:00:00,,610.0,Tests
CS4441_2025_26,35311,4G and 5G Redo quiz,Tests & Quizzes,8766,10.0,2025-11-11 17:25:00,,611.0,Quiz
CS4442_2025_26,34360,Course Grade,Manual/Other,,,,,,
CS4511_2025_26,35590,Course Grade,Manual/Other,,,,,,
CS4511_2025_26,36727,Practical Project Assignment,Assignments,/assignment/a/CS4511_2025_26/fd594559-2746-448d-80ca-eee1acc77632,100.0,2026-04-18 23:55:00,,,
CS4540_2025_26,34341,Course Grade,Manual/Other,,,,,,
CS4542_2025_26,34063,Course Grade,Manual/Other,,,,,,
CS4542_2025_26,35235,Test 1,Manual/Other,,60.0,,,,
CS4542_2025_26,35330,Test 2,Manual/Other,,50.0,,,,
CS4542_2025_26,35349,Test 3,Manual/Other,,36.0,,,,
CS4542_2025_26,35361,CourseWork,Manual/Other,,100.0,,,,
CS5000_2025_26,36047,Course Grade,Manual/Other,,,,,,
CS5401_2025_26,34338,Course Grade,Manual/Other,,,,,,
CS5401_2025_26,35081,P2-Q1,Manual/Other,,10.0,,,628.0,Quizzes
CS5401_2025_26,35187,P3-Q1,Manual/Other,,20.0,,,628.0,Quizzes
CS5401_2025_26,35413,Class Test 1,Manual/Other,,60.0,,,626.0,Tests
CS5401_2025_26,35414,GenAI Mini Project,Manual/Other,,100.0,,,624.0,Project
CS5401_2025_26,35415,Research Assignment,Manual/Other,,100.0,,,625.0,Assignments
CS5401_2025_26,35543,Exam Status,Manual/Other,,100.0,,,,
CS5402B_2025_26,36327,Course Grade,Manual/Other,,,,,,
CS5402_2025_26,34337,Course Grade,Manual/Other,,,,,,
CS5430A_2025_26,34494,Course Grade,Manual/Other,,,,,,
CS5430_2025_26,34303,Course Grade,Manual/Other,,,,,,
CS5430_2025_26,34941,Huffman Coding Programming Assignment,Assignments,/assignment/a/CS5430_2025_26/5b14e14e-6bc9-4cf0-971e-49ff8a634aab,100.0,2025-10-27 23:55:00,,,
CS5430_2025_26,35170,Group Mini Project,Assignments,/assignment/a/CS5430_2025_26/8a757859-8923-4842-8990-792899e25f34,100.0,2025-11-12 23:55:00,,,
CS5430_2025_26,35367,Test 2,Manual/Other,,100.0,,,,
CS5430_2025_26,35546,Final Mark,Manual/Other,,100.0,,,,
CS5440_2025_26,34339,Course Grade,Manual/Other,,,,,,
CS5440_2025_26,34587,Home work 1,Assignments,/assignment/a/CS5440_2025_26/4139b019-eb4d-4366-9603-94221503dd8f,100.0,2025-08-26 14:00:00,,,
CS5440_2025_26,34973,Howe Work 3,Assignments,/assignment/a/CS5440_2025_26/221d3ef0-7616-46ba-8244-0403a14dd447,100.0,2025-09-28 23:55:00,,,
CS5440_2025_26,35317,Test 1,Manual/Other,,100.0,,,,
CS5440_2025_26,35318,Test 2,Manual/Other,,100.0,,,,
CS5440_2025_26,35320,Quiz: Security,Tests & Quizzes,8770,30.0,2025-11-12 09:05:00,,,
CS5440_2025_26,35479,Lab Submission,Assignments,/assignment/a/CS5440_2025_26/a2e795f6-90e8-4daa-88a9-b5ef14f724c5,100.0,2025-11-09 23:55:00,,,
CS5531_2025_26,35724,Course Grade,Manual/Other,,,,,,
CWM6501_2025_26,36145,Course Grade,Manual/Other,,,,,,
CWM6502_2025_26,36144,Course Grade,Manual/Other,,,,,,
CWM6503_2025_26,36147,Course Grade,Manual/Other,,,,,,
CWM6511_2025_26,36159,Course Grade,Manual/Other,,,,,,
CWM6512_2025_26,36146,Course Grade,Manual/Other,,,,,,
CWM6513_2025_26,36157,Course Grade,Manual/Other,,,,,,
CWM6600_2025_26,36131,Course Grade,Manual/Other,,,,,,
CWM6601_2025_26,36134,Course Grade,Manual/Other,,,,,,
CWM6602_2025_26,36133,Course Grade,Manual/Other,,,,,,
CWM6603_2025_26,36135,Course Grade,Manual/Other,,,,,,
CWM6604_2025_26,36132,Course Grade,Manual/Other,,,,,,
DEM2401_2025_26,33931,Course Grade,Manual/Other,,,,,,
DEM2402_2025_26,35899,Course Grade,Manual/Other,,,,,,
DEM2403_2025_26,34264,Course Grade,Manual/Other,,,,,,
DEM2404_2025_26,36129,Course Grade,Manual/Other,,,,,,
DEM2404_2025_26,36744,DEM 2404 QUIZ 1,Tests & Quizzes,8898,128.0,2026-04-12 09:30:00,,,
DEM2404_2025_26,36754,DEM 2404 QUIZ 1B,Tests & Quizzes,8902,124.0,2026-04-13 18:00:00,,,
DEM2404_2025_26,36797,DEM 2404 TEST 2 2025 2026,Tests & Quizzes,8906,102.0,2026-04-19 11:05:00,,,
DEM3401_2025_26,34215,Course Grade,Manual/Other,,,,,,
DEM3402_2025_26,35829,Course Grade,Manual/Other,,,,,,
DEM3403_2025_26,34217,Course Grade,Manual/Other,,,,,,
DEM3404_2025_26,35828,Course Grade,Manual/Other,,,,,,
DEM3405_2025_26,34219,Course Grade,Manual/Other,,,,,,
DEM3406_2025_26,35827,Course Grade,Manual/Other,,,,,,
DEM4302_2025_26,34547,Course Grade,Manual/Other,,,,,,
DEM4303_2025_26,34381,Course Grade,Manual/Other,,,,,,
DEM4400_2025_26,34561,Course Grade,Manual/Other,,,,,,
DEM4401_2025_26,34379,Course Grade,Manual/Other,,,,,,
DEM4405_2025_26,34066,Course Grade,Manual/Other,,,,,,
DEM4405_2025_26,35353,DEM4405 QUIZ 1,Tests & Quizzes,8788,100.0,2025-11-15 09:00:00,,,
DEM4407_2025_26,34380,Course Grade,Manual/Other,,,,,,
DEM4408_2025_26,35691,Course Grade,Manual/Other,,,,,,
DEM4408_2025_26,36743,DEM 4408 QUIZ 1,Tests & Quizzes,8899,125.0,2026-04-12 09:30:00,,,
DEM4408_2025_26,36745,DEM 4408 QUIZ 1B,Tests & Quizzes,8900,124.0,2026-04-12 12:00:00,,,
DEM452_2025_26,34870,Course Grade,Manual/Other,,,,,,
DPM0101_2025_26,34718,Course Grade,Manual/Other,,,,,,
DPM0102_2025_26,34719,Course Grade,Manual/Other,,,,,,
DPM0103_2025_26,34640,Course Grade,Manual/Other,,,,,,
DPM0104_2025_26,34717,Course Grade,Manual/Other,,,,,,
DPM0105_2025_26,34634,Course Grade,Manual/Other,,,,,,
DPM0106_2025_26,36000,Course Grade,Manual/Other,,,,,,
DPM0107_2025_26,36007,Course Grade,Manual/Other,,,,,,
DPM0108_2025_26,36006,Course Grade,Manual/Other,,,,,,
